Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor
 Jembar Ii,Pembuatan Pakaian Tidur,"374,5",180,11,2008,?pm=2b6Fj+4fw/vr5vfw9u7cKA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Kue Pia ""Pts"" Putri Dewi Bandung",Pembuatan Kue Pia,"299,1",1.080,26,2008,?pm=nKDffuctm46pmPLTRFnsxg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Cv. Polosh,Pembuatan Pakaian Wanita,324,360,8,2008,?pm=RrFrLiphLpONHRJy9Rg07g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sri Rejeki (Artha Bakery),Pembuatan Roti,"86,65","221,4",6,2008,?pm=+2+LOXgF2eODX0V+bnkH4A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Champernique,Boneka Gantung,23,124,8,2010,?pm=He5mRhE4K8EiK1LJQx37HQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan
 Kerupuk Ernida,Pembuatan Kerupuk,"137,5","64,8",3,2014,?pm=4qp07cRoSf8Lsf2vDkSu+A==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Produksi Es Batu,Produksi Es Batu,"39,45",24,1,2014,?pm=GTPSdJ+KDM3iExY+QgPikQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Raerindu Meubel,Perkayuan Korsen Dan Pintu,"218,25",35,3,2014,?pm=5+8PsnI3OrCvd2LUHdr2gw==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Toko Roti,Pembuatan Kue,"428,36",16,7,2014,?pm=YWZvJrOjMWJIiKnH6QEeVA==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Eskimo Es Lilin,Es Kimo,"31,7","63,9",1,2014,?pm=kfRarniw+uGSWZn7zJ4l9Q==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Industri Tempe Daun,Tempe Rumahan,"46,13","60,48",1,2014,?pm=u9ZI2MiGbsQwR/wD1iHPJw==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Pembuatan Kapal Salahudin,Pembuatan Kapal,"50,5",50,2,2014,?pm=TMY1xsFhMtfCgfyhoZwsOA==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Karya Bersama,Jasa Penggilingan Padi,"105,3",108,10,2014,?pm=cs1BMjfXE2dUHeYOi+ak9w==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Olviana,Pembuatan Kue,"99,5",100,3,2008,?pm=kar6w77ucnVI06R0PYRKPA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Fa. Indah,Mebel,545,1.230,10,2011,?pm=4QkDANjegY9hEu/c+D3/uQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Batu Bata,BatuBata,"136,5",99,2,2012,?pm=oSYIsNmWKIvqVEtjtauxgw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Usaha Batu Bata,Batu Bata,"49,1","73,8",1,2012,?pm=ia9WR9I1jU5WmiDOEXZqng==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Usaha Batu Bata,Batubata,"877,3","128,4",2,2012,?pm=LAZLDu584JKU5b5vL6bp3A==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Usaha Meubel,Meubeler,386,171,5,2012,?pm=of8z9YW6zPhBxMRA1zQ3/w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Usaha Batu Bata,Batu Bata,"59,5","74,4",4,2012,?pm=8G/bvQsRHXFc50d142mUTA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Usaha Batu Bata,Batubata,"61,15","73,2",2,2012,?pm=udZeVmMW2nrYbNU8Qru5bw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Tahu Tempe,Tahu Tempe,"33,5","138,96",2,2012,?pm=jenh/Wei9SyJbdhvH/QwcQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Peci Nasional Surya M,Konveksi Peci Nasional,"18,7",6,3,2014,?pm=qwm7+ZXa/PZM1wDtYuMVLg==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Pebuatan Bubur Kacang Ijo,Bubur Kacang Ijo,"72,7","32,5",3,2014,?pm=QiUKVebK83UjgHHatXEuxw==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Abon Kepiting Shifodjin,Abon Kepiting,"27,15",72,8,2014,?pm=29lHaUadHumFWvQdiPBgqA==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Roti Gepeng Cak Min,Roti Gepeng,"269,1","24,38",3,2014,?pm=N7mfHv+hSOrD46hKmpGJyA==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Kripik Tempe Balikpapan,Kripik Tempe,"103,7","78,75",4,2014,?pm=3eB8ezH8yZrGvNc8CfvYwg==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Cahya Fajar Penjahit,Penjahit,13,40,1,2014,?pm=x7de4sL5mCq4H/jnJYJ+uA==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Percatakan Daun Ukir,Stempel,"14,53",40,2,2014,?pm=GvtZZUNDyFqolXxlm7lJnA==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Penjahit Munati,Penjahit,"482,35",120,1,2014,?pm=xe+nvPEREE6vu79e1GgI4Q==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Usaha Bordiran,Usaha Bordir,550,"194,2",6,2014,?pm=sXVWrlLa67UkTEXsSzVTEQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Usaha Anyaman,Anyaman,"1.464,8",30,1,2014,?pm=QRP4rVQIWM26akaNsVXbxg==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Viska Water,Isi Ulang Air,421,82,1,2016,?pm=PR2v37ghi7tcBGTq79L2iw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Doa Restu,Pabrik Kerupuk,34,360,2,2016,?pm=ZZKlIzT5fEqurg7rP39Bmg==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Kerupuk Aa,Pabrik Kerupuk Utama,28,360,2,2016,?pm=k9OpsKk/TXORSBeaQfqBvw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Kerupuk Baraya,Pabrik Kerupuk,84,540,5,2016,?pm=WNwgfyc9Fm/kamaNTczBeg==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Kerupuk Tiga Putri,Pabrik Kerupuk,39,540,6,2016,?pm=HuEqp1MP+OXeTMHCjXV6kQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Pabrik Tempe Watiyah,Pengrajin Tempe,"212,5",160,1,2016,?pm=/RhCcHArair62hNOso/l9w==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Bengkel Tralis,Bengkel Teralis,13,48,1,2014,?pm=MjIG8+rmMRsaC7gCfQAu1Q==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Araneh Snack,Olahan Makanan,"510,4","37,5",4,2015,?pm=+tSpg/81Ov2ePTfOtQhvFw==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Warung Pempek Bangka Tumija,Olahan Ikan,10,"20,77",2,2015,?pm=OoptiH6JlsmDOwqkB9lr5g==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Ampiang Gizza,Industri Olahan Ikan,10,"12,03",5,2015,?pm=LpGwlKwj+0shogBsrolizw==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Opak Singkong Husin,Makanan,"139,6","50,4",2,2016,?pm=b1BiE5+LAz0nn+LyZZKZFg==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Lilya,Pembuatan Dan Pedagang Sambal Lingkong,"208,5",51,2,2016,?pm=Uu5RrVqx4lXoK/v+MowqxQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Kerupuk Ikan Lisa Wati,Pembuatan Dan Pedagang Kerupuk Ikan,"173,2","51,6",1,2016,?pm=8GTqmbG98vOBPgENijQXBg==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Peletek Telur Cumi K M,Pembuatan Peletek Telur Cumi K M,"207,5",30,2,2016,?pm=mrqHQT1EqPjdLkAvCHrWTQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Oleh-Oleh Kita,Pembuatan Kue Kering,486,90,3,2015,?pm=3rS61tBHf4OHHO8TIRaedQ==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Kerajinan Lidi,Pembuatan Sapu ,2,"19,2",2,2015,?pm=HTIYmO807IIIiZLqwy2Euw==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Nugget Ikan Lele,Ukm Pembuatan Nugget Lele,"4,56","54,81",5,2015,?pm=h5NT5siyuHvG0XUuAeaYXw==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Pengepul Ibnu Hajar,Pengepul,28,20,3,2015,?pm=C6T2ua3vKyljRXHcf4hvTg==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Saur Beyza,Makanan Olahan ,"7,5",12,2,2016,?pm=k9fpFhYE+Gb5+kW35QdRWg==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Ali Baba,Makanan Olahan,"96,5",60,8,2016,?pm=2/1oKBSXZWKdMF82MzjbZA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Noesry,Makanan Olahan,"316,5",48,5,2016,?pm=GibWortgsE4bvdA8P2/rfw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Roffiq Bakery,Kue,"123,5","18,6",3,2016,?pm=jlxulTX2oy7YauLh2Kspag==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Toko Roti Abadi,Pembuatan Roti,276,540,3,2015,?pm=2SHx8FI+D2umQ63TQBgrkA==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Surya Abadi,Teralis,58,456,4,2015,?pm=jNRvUGk+k7ul1OOmM3vZxg==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Echa Lele,Lele Bumbu,110,115,4,2016,?pm=iAlhr0E36RPKs7/FOCTDDg==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Gula Yasirin,Gula Aren,216,72,2,2016,?pm=qMt6WAiCYAJzw8LDJewqyQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Usaha Kue Kering,Kue Kering,254,9,2,2016,?pm=YzRgkOe9gDbypyGHNhNzhg==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Keripik Singkong,Keripik Singkong,"0,4",36,1,2015,?pm=zqSVsPVUW6kF48wISPayCA==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Keripik Singkong,Keripik Singkong,1,"22,5",1,2015,?pm=MEC20jR+ssHoRf1WI5VfHQ==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Es Krim Yume,Es Krim,10,90,2,2015,?pm=QArSajHUolxUgsVe57ACrA==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Kemplang Ikan Asmawati,Kemplang Ikan,10,90,1,2015,?pm=PaJQUd+miRtQNQKMi3gu8g==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Rika Rajutan,Rajutan ,5,"45,36",2,2015,?pm=08TFS6NeCJrLkvLhuJLovg==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Rizqi Melimpah,Perdagangan Hasil Laut,"588,26",26,4,2016,?pm=/z92hxScKDSvzblGmth+9w==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Kacang Telor Sarnati,Kuliner,"83,5","50,88",1,2016,?pm=NC3XRJJfalCpCT+t9H0dMQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Tekur Gabus,Telur Gabus,5,60,1,2016,?pm=xw82twQDncjyCtFAmTPNeg==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Rempah-Rempah,Rempah-Rempah,229,12,2,2016,?pm=JIkvIkWTa086PuBzfwqRbQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Kue Basah Anita,Kuliner,217,"140,4",2,2016,?pm=u0rDyiuJHhXYc9zfatIovg==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Elvi Witra,Empiang Kering,24,60,2,2015,?pm=v+t8uXV4InQDollyC9gIgA==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Indra Cheese Stick,Pembuatan Cheese Stick,"94,7",486,4,2008,?pm=AIC5lPZoTPoOmHTwsUSjjg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Deirtha,Pembuatan Handycraft & Souvenir,"186,8",36,2,2008,?pm=MIxVfYPGUmo34lZ6u7ycng==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kerupuk Jengkol,Pembuatan Kerupuk Jengkol,"113,04",72,2,2008,?pm=IlP5S/MhhGG7bBXEovuGcw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Arema,Pengolahan Tempe,"82,9",360,11,2008,?pm=Y6dG3ti5mmnUqem+dK8McQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Odd- Green,Pembuatan Keramik Hias,"667,2",48,5,2008,?pm=1Hj2n/Jw5eLniEFCO+isYw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bolu Dadakan Suka-Suka,Pembuatan Bolu,"47,75",120,14,2008,?pm=Ry21+4JDbR1gfiEPQnnhMg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Mardani,Pembuatan Kaos Kaki,195,900,4,2008,?pm=tMVrjaPYKXUx0dRoscOZnw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Ceu Uneng,Olahan Makanan,"112,5",64,5,2015,?pm=q0hcUl8uWfQV3FZUsnJ2JQ==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Asinan Bangka,Asinan,2,180,4,2015,?pm=zzJrZK5k/UNjixPKpdE3Og==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Rumah Kue Roro,Kue,"19,15",130,2,2015,?pm=FWTidAlkxh5IbRWSvXmlcQ==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Industri Pengolahan
 Putra Tunggal Keripik,Pabrik Keripik,"211,5",180,1,2016,?pm=3hcXkqTQ5TdMqYOz6XWrdw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Batu Bata Sawal,Batu Bata,48,384,5,2016,?pm=llTzmPWqUzBr82TNTjQJeQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Peras Santan 3A,Santan Kelapa,"30,5",360,2,2016,?pm=eujL7+0fOoQkFUQr62+BVA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Batu Bata Juari,Batu Bata,29,336,4,2016,?pm=on+yVV+e3h+kpoNQvHj9bA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Perabot As Shidiq,Pembuatan Perabot,17,180,4,2014,?pm=AzUKsEMYg15dvAnSlnq/6Q==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Yu Tella,Pembuatan Ubi Bumbu,15,30,1,2014,?pm=w5HM4oeTeQ0fOVNIfOlayw==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Kerupuk Ratna,Pembuatan Kerupuk,10,144,1,2014,?pm=jyyvacrYbf8szBgiE1LCaw==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Batu Bata Wagiman,Batu Bata,29,368,5,2016,?pm=ib5U2zwIAqIgxmPUsqeVnQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Batu Bata Sardi,Batu Bata,68,384,4,2016,?pm=I/rS7FNKm8rjgy0mktrrkA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Batu Bata Suntik,Batu Bata,225,348,5,2016,?pm=0XcuDtrJUx6ilov+iJsUlA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Batu Bata Parno,Batu Bata,22,240,2,2016,?pm=+OW+C0WBELjFLBI3fPVslQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 One Water,Depot Air,1.371,144,4,2016,?pm=6wM+hVN0cYm+nwZIpPt1oA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Batu Bata Puryanto,Batu Bata,39,372,5,2016,?pm=Z6lUdBYygslP4IYXTT1YEw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Rahmada Tempe,Pembuatan Tempe,"10,5",108,2,2016,?pm=aDaFA7dGa1Prz9YwcljZ5Q==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Tempe Kasim,Pembuatan Tempe,17,144,2,2016,?pm=OP4YuUes/RbnqrGQRGi7yA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Usaha Tempe Nardi,Pembuatan Tempe,"425,5",216,2,2016,?pm=m0tiZQ18uxZmXASHo5z1OA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Kue Basah Herawati,Kue Basah,90,"50,4",1,2016,?pm=Pl1qBzsSoMsJmqoHSIO07Q==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Kue,Industri,321,"43,2",2,2016,?pm=MsmmXDpl0d9k3894t9mrsA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Cik Bas,Industri Pengolahan,"497,5",198,3,2016,?pm=uNl+6ULY9wAVSs10iV2lMw==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Aulia Pot,Pembuatan Pot,334,5,2,2016,?pm=+snC8Q+8Ljl1RF68uBOH8g==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Atap Tradisional,Atap Tradisional,62,12,2,2016,?pm=ZsOKv9tiELsxITcDlp1KgA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Kacang Telur Mawar,Pembuatan Makanan,"318,8",34,7,2014,?pm=N5g+gvw3ux5nlXvB83OPlw==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Udipa,Pengrajin Kripik,"16,5",162,1,2016,?pm=LPF9aL9gnRYddLr/vL6BCg==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Pabrik Tempe,Pabrik Tempe,538,360,2,2016,?pm=CpRyy39/gvo8fa4OkfxTQA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Bangsal Batu Bata Kilangan,Pembuatan Batu Bata,21,42,2,2014,?pm=3QaWQKEi6/j3Os3UsHS/cw==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Kerupuk Tumbar Ponidi Putra,Kerupuk,37,"52,8",2,2014,?pm=gaUJm3DND8A5JPnRg5Y//A==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Keripik Susun Shany,Makanan,"72,28",32,2,2014,?pm=yVmVcWEo2HpPLxEj8jBX4A==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Usaha Kue Njang Sia,Makanan,21,504,5,2014,?pm=u7CW6z4e17wffkBNsLs/zg==&mp=xI6rAeQkygTAn3Z625IGLg==,Industri Pengolahan
 Mandiri Aluminium,Manufaktur,"861,9","106,6",1,2018,?pm=AntNPAnRPYAjEefWlp3Pwg==&mp=tFF9KAXBbci/UefzhiAg3g==,Industri Pengolahan
 Rezqy Mx Shop,Manufaktur,820,"1.081,6",1,2018,?pm=OVNpKHz+KekAdbTLrOuFOQ==&mp=tFF9KAXBbci/UefzhiAg3g==,Industri Pengolahan
 Sari Tahu,Pabrik Tahu,693,1.100,5,2016,?pm=iAeSx/EygWcHishC6fiiAA==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
 Tahu Putih Hilman,Pabrik Tahu,125,504,3,2016,?pm=FRj/g31B7z2Xbmfy8dvTUQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Industri Pengolahan
