Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor
 Veronica Cell,Konter Pulsa,16,180,1,2011,?pm=DfNAQQuG99nvgyw1htMtLg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Manisan,Dagang Kelontongan,47,"20,4",1,2011,?pm=S8EsMhPyHBbXwgog9vQM0g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Kelontongan ,Dagang Kelontongan,6,18,1,2011,?pm=5fPlvR7uBcj06cphcrNqhQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Reza,Dagang Kelontongan,"22,2",156,1,2011,?pm=A8QzuGQGwVVvID0nrGuJSA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Donat Cup,Dagang Alas Kaki,120,"99,84",2,2008,?pm=gMNpxD0f9SCUXr7VKbqWQQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 UD Tunas Sari,Dagang Makanan dan Minuman,91,240,6,2008,?pm=bmAXGUTv/4gZd8MQ8G99Fw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Mertasari,Dagang Makanan dan Minuman,18,"211,88",2,2008,?pm=2yVUGz8Soz9+k7oFq2MtbQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Yadnya,Dagang Makanan dan Minuman,20,147,2,2008,?pm=Ytk7t3dBCzBPwCYeKmkfiQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Es Komang,Dagang Makanan dan Minuman,17,"76,5",2,2008,?pm=QzYWc8Yi7LBJGu5Wx0L1Mg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Dagang buah ibu desak,Dagang Buah-Buahan,"46,46",1.692,1,2008,?pm=sVHLSr8/tJo4GISxjb7Cog==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Buana Bakery,Dagang Makanan dan Minuman,13,120,6,2008,?pm=wRmwrXQY7dgJ++moxhxeWA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Bu Agus,Dagang Makanan dan Minuman,"165,6",54,1,2008,?pm=UuTZ4VFwHufbtnBUrB8yRg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Komang,Dagang Sembako,"13,5",93,2,2008,?pm=buSC5KI9mkBXmYXtCl6DBg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Depot Mie dan Bakso Surabaya,Dagang Bakso,"13,5",357,3,2008,?pm=/scHb+clZDzW8Zj5/MKhyQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Sulastri,Dagang Makanan dan Minuman,9,"214,5",4,2008,?pm=POCusDCcl7on5wqWsQ/Myg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Bakso Suryatno,Dagang Bakso,16,222,2,2008,?pm=IOO13t/vqBBzsSVj1ClFcA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 UD Rasna Jaya,Dagang Bahan Bangunan,6.925,2.160,11,2008,?pm=V5zPLTxI4wgJxZUVNussLA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Kue Farneta,Dagang Makanan dan Minuman,"25,8",420,2,2008,?pm=eJU0gHPf4EDWxQn9P796Iw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 KIOS ADIL CELL,KIOS SEMBAKO,"90,2",330,1,2012,?pm=ynsRpJJG8qWkLWRjxweQIQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Bahagia,Dagang,0,0,1,2012,?pm=ROheKvab6jdjQ40X2ctv6Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Makmur Wijaya,Keripik (Ubi/Pisang),0,0,3,2012,?pm=VMSn/YV3cWMFvdViZZjIAg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Sanggar Tamaraya,Dagang Tanaman Hias,820,"47,5",13,2008,?pm=GXIOYkoftjyzaeB8Hdch8g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Alfon,Dagang ATK dan jasa fotokopi,80,"17,25",2,2008,?pm=mNxR+/aLsWj/S+6q1J07Yw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 T-Book,Dagang buku,"25,5",60,1,2008,?pm=4iHnN3GyS/os/oUS+IduCA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kedai Senyum,Dagang keperluan outdoor,77,"62,25",1,2008,?pm=tTy1L3nnGaNBNIkSfvS7Yg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Karya Motor Sport,Dagang Aksesoris Kendaraan,87,30,3,2008,?pm=taTRHaqkCJ2Cd58dGrHdWg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Lapek Bugis Keluarga,Dagang Tanaman,"367,5",264,1,2008,?pm=kRPPVDUaQPa7vuirt4CkOA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Yulia Mayang Sari,Dagang Batik,161,570,8,2008,?pm=AtbkHUkajd4Bc1mBWUdceQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 TOKO LUKISAN UDIN FRIEND,LUKISAN,"14,2",88,1,2011,?pm=VMt7JI3kcrEg21mQJor+Eg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 CHICK DUD STORE,Jual Dvd,"108,4",108,1,2011,?pm=Q1EiZFK6ZpdVdrAENpmmoA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 KIOS BENSIN SRI,Kios Bensin,"2,5",540,2,2011,?pm=T0J2zMvQL1fWy65Ma8IAsg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 RISNA JAYA,LPG 3kg,83,300,2,2011,?pm=z/jbkql/REfZJD7U7LY5Pg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 KERAJINAN PENDIL,Pendil,18,212,2,2011,?pm=ANso2ZBwQKK8/PELo8PKiQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Irawan,Dagang,"115,8",264,2,2012,?pm=Gp+CxSk8QHyma22dkWnNnw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Oka Cell Dan Photocopy,Jasa,"176,3",84,2,2012,?pm=+w1ZQ2uqxif/3x9rlkmZPg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Pratama Jaya Gipsum,Dagang,60,180,2,2012,?pm=/YUgX2ezdHw6rgu0qoCHjw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Ari,Dagang Sembako,55,111,1,2012,?pm=xGNFggsOtiiSgANebcQMNQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Perorangan,Dagang,122,183,1,2012,?pm=I790W/1DAEu0tKJZx8eE9A==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Purwanto,Dagang Sembako,"260,2",345,2,2012,?pm=QM8OeUZHeVJ1Y0s0UgL4Sg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 UD Wirawan,Dagang Perlengkapan Sembahyang,41,"20,9",2,2008,?pm=orAlTLmlRUDeNtrAfo4IOw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Dagang Canang Ketut Sueni,Dagang Canang,17,360,1,2008,?pm=1xiaw4cCp44ehdYimOeYlQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 WARUNG IBU HAERATUN,USAHA JUAL SEMBAKO,"20,06","49,43",2,2012,?pm=meXOTqpyJkieoBy3/vzN4w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 MATAR MOTOR,Bengkel Motor,"35,15",148,2,2012,?pm=B63DnorT6kn1AwqGeRVtqQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Sri,Dagang ,"106,8",100,2,2012,?pm=SaOTsxTyZbq6MlVXVRfYQA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Jo Elektronik,Dagang,147,120,2,2012,?pm=NcktNs0YhkMd4fwkEPCKTQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Dwi,Dagang,131,100,2,2012,?pm=CIA87PoHTJbaRq17VPvMqg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Km,Sembako,112,74,1,2012,?pm=nDBRBrxEn9F3BtZZB3tESQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Bengkel Hutahuruk,Bengkel Motor,72,54,1,2012,?pm=6bIA4uCn38rC9CKOa5fsJw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Juwarti,Dagang,50,116,1,2012,?pm=kwD/T8LeJOC2IOrGUjazRg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Nabila,Dagang,128,93,1,2012,?pm=OHtWYky+g+RMyU9mP/L+LA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Okta,Dagang,117,54,1,2012,?pm=yDNPJuMKkaTf8oop6ecPDg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Ayu,Kios,"384,6",72,1,2012,?pm=NKuPZYP0LZHJ8XzerzhyKA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Asha,Sembako,"199,5","140,4",2,2013,?pm=ylXNWL1l2r0CWvBd9n0ihw==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Hartati,Sembako,81,"129,6",2,2013,?pm=TwFLf5nioM6gMStu5Gi26w==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 UD Jagung Atun (Penjualan Jagung),Penjualan Jagung,"23,1",80,1,2014,?pm=gNCYvapQcz+6MtopVdUGYg==&mp=xI6rAeQkygTAn3Z625IGLg==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Pakaian Cakar,Penjualan Baju,192,"197,5",1,2014,?pm=hfbHir32F2KixLwWhVtLDA==&mp=xI6rAeQkygTAn3Z625IGLg==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 UD Nurhikma,Grosir Eceran,385,180,3,2014,?pm=CU+R3rvPsrcNagF/zFroXQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Jual Beli Sepeda,Jual Beli Sepeda,"35,5",96,2,2014,?pm=MteF2mCXCdRqgzbOtTSEKQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Jual Beli Batu Cincin,Jual Batu Cincin,"23,75",360,2,2014,?pm=NMmB93xILN4DPjqB9w5ZUA==&mp=xI6rAeQkygTAn3Z625IGLg==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 CV Budi Tri Jaya,Bengkel Mobil,401,"23,5",3,2014,?pm=LpLcCgIgFG52cWF0zAsNSg==&mp=xI6rAeQkygTAn3Z625IGLg==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Minyak Masrina,Agen Bbm,840,99,1,2014,?pm=vW/xYz/9M+hOZPqURs3mGQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Jajanan ,Warung Jajanan ,"56,5",100,1,2014,?pm=hN1Ida/40RzWLbppJHmDDQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Sembako ,Kios Kelontong Dan Gorengan ,148,274,1,2014,?pm=ZMOzi4WBFyJO8WbOm4kV5A==&mp=xI6rAeQkygTAn3Z625IGLg==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Rujak Potong ,Rujak Potong,24,288,2,2014,?pm=E+GhfXLLcDS5Rqzg9TpZtg==&mp=xI6rAeQkygTAn3Z625IGLg==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kfc Kaki Lima ,Ayam Goreng ,"29,5",180,1,2014,?pm=nvURDIjV9q5x4ojEpkptog==&mp=xI6rAeQkygTAn3Z625IGLg==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Ganto Minang,Rumah Makan,"69,5",18,2,2015,?pm=R1jobNa+cq7qFGpKNXCmYg==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kartini Game,"Fd, Hardisk, Game","19,5",36,2,2015,?pm=E5eCzfTq1FmXShP+PdxRcQ==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Pempek,Pempek,114,36,3,2015,?pm=CcTiRPp6kBvMuzLPavymkg==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Dan Steam Febri,Warung,"103,5",36,0,2012,?pm=Bs9zkpLRWDgRIzrnas/DNw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Bengkel Wawan Motor,Bengkel Motor,126,60,1,2012,?pm=1pgnYQQa1tKyNxgazJXjhQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Burung Satria,Toko Burung,154,24,0,2012,?pm=NA8jKFNs9WGB3p7yEGptZw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Ridho ponsel dan komputer,Dagang Voucher Handphone,"14,5",180,1,2008,?pm=KxEEF3NGymAPqR2OSimBUw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Cucian Mobil Dan Motor Kalijaga,Cuci Mobil dan Motor,24,144,5,2013,?pm=EfIMBG3UKQjQmMx3Maw9zQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Plastik Farm,Perdagangan Plastik,23,"187,5",2,2011,?pm=TapYDNSDp0ipNJSFO1mFqQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 NA,Pedagang Sandal,77,201,2,2011,?pm=K/2jOqIOXcxAJoR4JoLR3Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Ibu Masturi,Warung Pecel,83,15,0,2012,?pm=gq4hY5V552dH0Fm3Z6bfhw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Belatik Kambing Rudi,Belatik Kambing,117,30,0,2012,?pm=LTTvg3YeJBHcb/9sQlpU2Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Tiara Collection,Assesoris Wanita,518,"263,2",5,2010,?pm=dnV5C2x5eMhytq9E0/4IeA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Bengkel Roni,Bengkel Ganti Oli Motor,17,36,0,2012,?pm=9BsM0LxNrp9ASGwoAGDoFQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Hari,Dagang,7,25,0,2012,?pm=JyrgPC/EdOiV+A3yoHLkWg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Bakso Pakde Rosidi,Dagang Bakso,4,36,1,2012,?pm=VkBpIdzWCkOgInlDHujlPQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Rumah Makan 3 Putera,Rumah Makan,110,100,5,2012,?pm=cTBQQyayMzwXajnxWB79JA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Wiwik,Warung Serba Ada,14,30,0,2012,?pm=GC7P9bHycNer2NDvFM4ttw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Bengkel Las Mekar Jaya,Bengkel Las,45,100,1,2012,?pm=GfP619OEMvw1PGAVA+a72Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Izul Cell,Selular,44,36,0,2012,?pm=JUYHw4j6hN/ycUIvL6OHlw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Zaki,Toko Kelontongan,81,360,0,2012,?pm=4zYE1YonuTdkMJBbqPUThg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Solihin,Toko Kelonton0g,29,108,0,2012,?pm=eFgdDPBFFp1DRodAisWxLg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Iyoh,Toko Kelontong,28,36,0,2012,?pm=Z0401yKMYFV3i2h8OQBWmQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Sobirin,Toko Kelontong,50,360,0,2012,?pm=7cZmH8unc5SY+GncHpscGA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Bunga Cell,Toko Kelontong,36,216,0,2012,?pm=IvfqH05vg35CR3XP42094g==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Wr. Redi,Toko Kelontong,18,216,0,2012,?pm=St42AL96XboRNU0CN2WasA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Wr.Tinem,Toko Kelontong,"15,5",60,0,2012,?pm=8HmJ5MzInGoRN2Dj+uaKHw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Sujai,Pemancingan,"167,5",72,0,2012,?pm=aaYIaUfY3iegNDVNnUCC9Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 RM Nurhayati,Rumah Makan,"26,5",180,2,2012,?pm=ObtSHJsuaPiXfZtmU85ipg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Ira Cell,Konter,"19,5",60,0,2012,?pm=6Iu6W9o1wfvMPjinM1xcew==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Wr Nasikin,Warung Kelontong,"50,5",144,0,2012,?pm=q7R+pr9tbthDY4x5LeburA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Abu,Kios Burung,22,72,0,2012,?pm=GwLWef8BRaW/akhuJpY5Sg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Wr.Risman,Toko Kelontong,29,72,0,2012,?pm=KUxX3iMyjLS+RXF6h+wBCA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Atin,Warung,"18,8",54,0,2012,?pm=oZ2jD0k6l69N/OVawPcLwg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Vita Qua (Depot Air Minum),Depot Air Minum,120.300.000,13.440.000,1,2013,?pm=VXpZZ0YGZ8L5Mg9bur0tzQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Wahyu,Warung Sembako,60,36,0,2012,?pm=srBZDYcJbmrZgvzxU6IiuA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Ponsel Aries,Dagang Handphone,"7,3",144,2,2008,?pm=iuPnk+fzwLf6TPS71Zvptw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Persewaan Tratag Dan Rias Pengantin,Jasa Persewaan,413,410,6,2013,?pm=NHJcL1D/e1pm0IUgBBzcRQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 UD. Hasil,Dagang Bahan Bangunan,215,120,2,2008,?pm=c2SPRsGuUxZfyvhFogU1pQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Mahkota,Dagang Gas Elpiji,"238,62","100,8",1,2008,?pm=GjjLy4V33cWXcflCZ051BQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Van Hauten Cell,Dagang Voucher dan Handphone,60,384,2,2008,?pm=CUVS5hPOYplDG5VYuuAJuQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Rief Cell,Dagang Voucher dan Handphone,17,720,4,2008,?pm=QcNWWQnr9k//oulvipLmsw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Salsa,Dagang Alat tulis kantor,540,180,1,2008,?pm=9pKX2CsywY7XUdpL1JQcFg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
